country,locality,yearCollected,eventID,principalInvestigator,samplingProtocol,sampleCollectionDeviceEvent,collectorList,continentOcean,municipality,county,dayCollected,locationID,locationRemarks,decimalLatitude,decimalLongitude,decimalLatitudeEnd,decimalLongitudeEnd,depthOfBottomInMeters,eventEnteredBy,habitat,environmentalMedium,horizontalDatum,island,islandGroup,waterBody,landowner,verbatimLocality,maximumDepthInMeters,maximumElevationInMeters,verbatimElevation,verbatimEventDate,coordinateUncertaintyInMeters,coordinatePrecision,georeferenceProtocol,microHabitat,minimumDepthInMeters,verbatimDepth,minimumElevationInMeters,monthCollected,permitInformation,eventRemarks,stateProvince,taxTeam,timeOfDay,verbatimLatitude,verbatimLongitude,fundingSource,fieldNotes,substratum,earliestEonOrLowestEonothem,latestEonOrHighestEonotheme,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,geologicalContextID,latestChronometricAge,latestChronometricAgeReferenceSystem,earliestChronometricAge,earliestChronometricAgeReferenceSystem,chronometricAgeID,chronometricAgeProtocol,chronometricAgeUncertaintyMethod,chronometricAgeUncertaintyInYears,verbatimChronometricAge,materialDated,uncalibratedChronometricAge,chronometricAgeDeterminedBy,lithostratigraphicTerms,group,formation,member,bed,culturalContext,culturalOccupationPeriod,culturalRegions,culturalAffiliations,waterTemperatureInDegreesCelsius,waterSurfaceTemperatureInDegreesCelsius,bcid,expeditionCode,projectId,
Australia,"Davies Plain, Charlies Creek camp",2008,79c548260f7fe0b9576e795c07933506,See reference,,,,Australasia,,,25,301106,,-36.653769,148.130112,,,,,,,,,,,,,,,,,,,"Google Earth, Mapcarta, based on location name",,,,,11,,D | 1 | 1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN279c548260f7fe0b9576e795c07933506,release2,300,
Australia,"Warringa Pools, Nerang River catchment",2006,79e90733dcf3788b916ab3b909d6ed7d,"Kriger, Kerry M - kerry[at]savethefrogs.com",,,,Australasia,,,,300586,,-28.183056,153.268056,,,,,,,,,,,,,,360,,,,,"DMS, converted",,,,360,,,D | 2 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB279e90733dcf3788b916ab3b909d6ed7d,release1,300,
Australia,Tully,2005,79ebd23bed1909eebca9ab4dc26b6ba9,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300762,,-17.77194,145.64583,,,,,,,,,,,,,,356,,,,,Decimal degrees,,,,356,,,D | 4 | 5,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB279ebd23bed1909eebca9ab4dc26b6ba9,release1,300,
Australia,"Wedderburn, Vic",1999,79f3a87313614a9201e18f2fcf98e29b,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300305,,-36.42028,143.61111,,,,,,,,,,,,,,204,,,,,Decimal degrees,,,,204,,,ND | 0 | 1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB279f3a87313614a9201e18f2fcf98e29b,release1,300,
Australia,"O'Connell River, eastern Queensland",2005,7a09b1604e2e2ede6fc9bf163028d026,"Kriger, Kerry M - kmk5g[at]yahoo.com",,,,Australasia,,,,300081,,-20.826,148.613,,,,,,,,,,,,,,105,,,,,Decimal degrees,,,,105,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27a09b1604e2e2ede6fc9bf163028d026,release1,300,
Australia,"Tully Falls, Qld",1998,7a0b578e3b842f8455e65a0692784bd4,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300760,,-17.77917,145.55694,,,,,,,,,,,,,,601,,,,,Decimal degrees,,,,601,,,D | 1 | 3,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27a0b578e3b842f8455e65a0692784bd4,release1,300,
Australia,"Upper Snakey, Kosciuszko NP",1999,7a878c72852eb9a6401c3065f46c001a,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300310,,-36.10216,148.23537,,,,,,,,,,,,,,1502,,,,,Decimal degrees,,,,1502,,,D | 1 | 1,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27a878c72852eb9a6401c3065f46c001a,release1,300,
Australia,4 km E MT Lesueur,1989,7a89675c0a39fd7817ba4006b17e21a5,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300527,,-30.16667,115.23333,,,,,,,,,,,,,,148,,,,,Decimal degrees,,,,148,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27a89675c0a39fd7817ba4006b17e21a5,release1,300,
Australia,"Big Tableland IMS, Qld",1999,7a91681ae4eaef648d4722c1fdc02ccd,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300000,,-15.71389,145.27333,,,,,,,,,,,,,,613,,,,,Decimal degrees,,,,613,,,D | 4 | 6,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27a91681ae4eaef648d4722c1fdc02ccd,release1,300,
Australia,Micalong Swamp,2006,7aa55aa86ad29bfb709298e9857f7603,"Hunter, David - david.hunter[at]environment.nsw.gov.au",,,,Australasia,,,,300900,,-35.300452,148.532966,,,,,,,,,,,,,,,,,,,Google EarthNew South Wales online topographic maps,,,,,,,D | 2 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27aa55aa86ad29bfb709298e9857f7603,release1,300,
Australia,"Snake Ck, Vic",1998,7ad987d9906e68bb9e67890cff85aec5,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300301,,-37.46849,146.2853,,,,,,,,,,,,,,560,,,,,Decimal degrees,,,,560,,,D | 1 | 1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27ad987d9906e68bb9e67890cff85aec5,release1,300,
Australia,"Tully - Intens Monit Site, Qld",1999,7adfc03ddb8899fb23bf0d467855daf4,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300761,,-17.77361,145.64472,,,,,,,,,,,,,,356,,,,,Decimal degrees,,,,356,,,D | 4 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27adfc03ddb8899fb23bf0d467855daf4,release1,300,
Australia,woodlands and farmlands around Richmond,2000,7b4cc829b90a563526166a08a8ceffcd,"Briggs, Candida",,,,Australasia,,,,301697,,-33.630332,150.7611266,,,,,,,,,,,,,,,,,2000,,"UTM coordinates, converted to decimal degrees",,,,,,,D | 2 | 2,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN27b4cc829b90a563526166a08a8ceffcd,release2,300,
Australia,"Gap Creek West, about 1km west of Cunninghams Gap, Main Range National Park, south-east Queensland.",2005,7ba6db71edb4d876666fad7cc944aaf7,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300596,,-28.04917,152.38333,,,,,,,,,,,,,,685,,,,,Decimal degrees,,,,685,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27ba6db71edb4d876666fad7cc944aaf7,release1,300,
Australia,Bold Park,1993,7bc894d0f52748c9052e56e01bc8c003,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300474,,-31.95,115.76667,,,,,,,,,,,,,,7,,,,,Decimal degrees,,,,7,,,ND | 0 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27bc894d0f52748c9052e56e01bc8c003,release1,300,
Australia,"Eungella National Park, Picnic ground creek",1994,7bf6a07db7c72fe1b60985213b52ec11,"McCallum, Hamish - hmccallum[at]zen.uq.edu.au",,,,Australasia,,,,300153,,-21.07083,148.63778,,,,,,,,,,,,,,465,,,,,Decimal degrees,,,,465,,,D | 2 | 3,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27bf6a07db7c72fe1b60985213b52ec11,release1,300,
Australia,"Majuba Ck, near Miriwinni, Qld",1999,7c78085dad79559b8a2160b7c0b1ce98,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300797,,-17.43,145.84389,,,,,,,,,,,,,,401,,,,,Decimal degrees,,,,401,,,ND | 0 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27c78085dad79559b8a2160b7c0b1ce98,release1,300,
Australia,"Woodlands, Perth, Western Australia",1998,7c795aef2335ffedb3eea95d0fd2cfa5,"Berger, Lee - Lee.Berger[at]dah.csiro.au",,,,Australasia,,,,300027,,-31.95,115.86667,,,,,,,,,,,,,,52,,,,,Decimal degrees,,,,52,,,D | 2 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27c795aef2335ffedb3eea95d0fd2cfa5,release1,300,
Australia,"Daves Creek, Nerang River, Numinbah Valley",2010,7c8bc4b47b2b01a91bacd037efd0d286,"Kindermann, Christina - C.Kindermann[at]griffith.edu.au",,,,Australasia,,,,301047,,-28.219,153.232,,,,,,,,,,,,,,196,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,11,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN27c8bc4b47b2b01a91bacd037efd0d286,release2,300,
Australia,Mena Creek,2010,7cbeede4ceb57f4453f7c54e09dc2c64,"Sapsford, Sarah - sarah.sapsford[at]gmail.com",,,,Australasia,,,,300952,,-17.649889,145.987083,,,,,,,,,,,,,,59,,,,,"DMS, converted",,,,59,6,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27cbeede4ceb57f4453f7c54e09dc2c64,release1,300,
Australia,"rainforest trail in Paluma township, Queensland, 3 300-m transects along 1.3-km walking trail",2013,7d2d9dc58e7ebdf167edb5fae304aca7,"Pike, David - david.pike22[at]gmail.com",,,,Australasia,,,2,301054,,-18.94,146.1669,,,,,,,,,,,,,,900,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,11,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN27d2d9dc58e7ebdf167edb5fae304aca7,release2,300,
Australia,"Crystal Cascades, Qld",2002,7d47be0fdcaeccebccced4a425f238e2,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300822,,-16.96667,145.67778,,,,,,,,,,,,,,307,,,,,Decimal degrees,,,,307,,,D | 2 | 5,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27d47be0fdcaeccebccced4a425f238e2,release1,300,
Australia,"Wrights Creek, nr Lake Eacham, NQ",2000,7d73e880603623ebbdc8d6b8b8617495,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300814,,-17.28111,145.63056,,,,,,,,,,,,,,699,,,,,Decimal degrees,,,,699,,,D | 1 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27d73e880603623ebbdc8d6b8b8617495,release1,300,
Australia,Unknown,2013,7d82c67c3bd50d4afc168244afb9d46a,Laura Brannelly,,,Laura Brannelly,,,,24,,,-36.359,148.484,,,,,,,,,,,,,,,,,30,,,,,,1519,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DQT27d82c67c3bd50d4afc168244afb9d46a,zawacki,222,
Australia,"Mosses Creek Middle, NQ",2000,7da327d9da3a9fce2e2a8d8c05403f7b,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300846,,-15.79028,145.29722,,,,,,,,,,,,,,306,,,,,Decimal degrees,,,,306,,,ND | 0 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27da327d9da3a9fce2e2a8d8c05403f7b,release1,300,
Australia,"Brickwood Reserve, Perth",1996,7da489fa6fa4a8fa17db2dd0822add94,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300446,,-32.23333,116,,,,,,,,,,,,,,201,,,,,Decimal degrees,,,,201,,,ND | 0 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27da489fa6fa4a8fa17db2dd0822add94,release1,300,
Australia,"Ewen Creek, at the crossing reserve, Crohamhurst, south-east Queensland.",2000,7dd2853113ea71f272d5cf2b90934640,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300647,,-26.80178,152.85109,,,,,,,,,,,,,,291,,,,,Decimal degrees,,,,291,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27dd2853113ea71f272d5cf2b90934640,release1,300,
Australia,"Austinville - Moffat Crossing, Nerang River catchment",2005,7dd8e0949ecd680ae26eb25763e63966,"Kriger, Kerry M - kerry[at]savethefrogs.com",,,,Australasia,,,,300589,,-28.171111,153.306944,,,,,,,,,,,,,,90,,,,,"DMS, converted",,,,90,,,D | 2 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27dd8e0949ecd680ae26eb25763e63966,release1,300,
Australia,"Ellen Peak, Stirling Range",1996,7deff08d609d9b0f39d48782f29573a9,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300374,,-34.36667,118.33333,,,,,,,,,,,,,,365,,,,,Decimal degrees,,,,365,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27deff08d609d9b0f39d48782f29573a9,release1,300,
Australia,"Rawson's Creek, about 1km upstream from Finch Hatton Gorge car park, Eungella National Park, mideast Queensland.",2005,7e01bcaef8cfc6086d91dc91f2d9e11d,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300705,,-21.06,148.63972,,,,,,,,,,,,,,587,,,,,Decimal degrees,,,,587,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27e01bcaef8cfc6086d91dc91f2d9e11d,release1,300,
Australia,Burke and Wills Roadhouse area,2003,7e370ca05e2d24cd23f1b387e77bb9a9,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300734,,-19.28444,140.47861,,,,,,,,,,,,,,106,,,,,Decimal degrees,,,,106,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27e370ca05e2d24cd23f1b387e77bb9a9,release1,300,
Australia,"Rush Creek - Tallanbana (Mark's house), Nerang River catchment",2004,7e61994aa1348ecc0e676337bea09128,"Kriger, Kerry M - kerry[at]savethefrogs.com",,,,Australasia,,,,300571,,-28.225,153.271944,,,,,,,,,,,,,,785,,,,,"DMS, converted",,,,785,,,D | 2 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27e61994aa1348ecc0e676337bea09128,release1,300,
Australia,"Wentworth Common Precinct, south of Haslams Creek, Sydney Olympic Park, 3 of 8 ponds",2006,7e62d772eb9c7c2b9aefb38b01a5b652,"Stockwell, Michelle P - michelle.stockwell[at]newcastle.edu.au",,,,Australasia,,,16,301021,,-33.837882,151.072296,,,,,,,,,,,,,,,,,,,"Google Earth, NSW topo maps",,,,,11,,D | 3 | 3,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN27e62d772eb9c7c2b9aefb38b01a5b652,release2,300,
Australia,missing data,2009,7e7d4d719ca6d1954f2e8a9da8a64d29,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300730,,-19.34341,146.45818,,,,,,,,,,,,,,301,,,,,Decimal degrees,,,,301,,,D | <unk> | <unk>,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27e7d4d719ca6d1954f2e8a9da8a64d29,release1,300,
Australia,Three Hummock Is.,2004,7e92b904af6aa2e561935539286c30c5,"Obendorf, David - davidobendorf[at]tassie.net.auMurray, Kris - k.murray1[at]uq.edu.au",,,,Australasia,,,,300295,,-40.43675,144.91064,,,,,,,,,,,,,,50,,,,,Decimal degrees,,,,50,9,,ND | <unk> | <unk>,Tasmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27e92b904af6aa2e561935539286c30c5,release1,300,
Australia,"East Brisbane, Qld",1998,7fc31bb9629408a1917a9f3e631ebd71,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300619,,-27.48333,153.05,,,,,,,,,,,,,,18,,,,,Decimal degrees,,,,18,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB27fc31bb9629408a1917a9f3e631ebd71,release1,300,
Australia,Kuranda area,2003,80400b8d39bc28f58c9ecc549efc2309,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300823,,-16.92306,145.585,,,,,,,,,,,,,,487,,,,,Decimal degrees,,,,487,,,ND | 0 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB280400b8d39bc28f58c9ecc549efc2309,release1,300,
Australia,Carine Swamp,1984,80441d41dd199d7f9e09447ccd0ffde0,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300508,,-31.83333,115.78333,,,,,,,,,,,,,,23,,,,,Decimal degrees,,,,23,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB280441d41dd199d7f9e09447ccd0ffde0,release1,300,
Australia,"McIlwraith Ra, Peach Ck",1999,8058cc1f17746cae0f5d4aca5635344d,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300868,,-13.7375,143.33889,,,,,,,,,,,,,,481,,,,,Decimal degrees,,,,481,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB28058cc1f17746cae0f5d4aca5635344d,release1,300,
Australia,Site 54 - Broadford,2010,8058d1db7b97a6ca9b06e4c4b6a44b65,See reference,,,,Australasia,,,5,301096,,-37.202646,145.174896,,,,,,,,,,,,,,,,,,,"UTM coordinates, converted",,,,,5,,ND | 0 | 1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN28058d1db7b97a6ca9b06e4c4b6a44b65,release2,300,
Australia,Midland,2009,805e800648670519f85767903666e8c5,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300492,,-31.9,116,,,,,,,,,,,,,,98,,,,,Decimal degrees,,,,98,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2805e800648670519f85767903666e8c5,release1,300,
Australia,"Camden Haven River, eastern New South Wales",2005,80c9586bd96be7fb787dc08f64b51453,"Kriger, Kerry M - kmk5g[at]yahoo.com",,,,Australasia,,,,300092,,-31.652,152.585,,,,,,,,,,,,,,35,,,,,Decimal degrees,,,,35,,,D | 1 | 1,New South Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB280c9586bd96be7fb787dc08f64b51453,release1,300,
Australia,Mt Helena,1998,8109055dcd18dbe415c8d9f8c6f9314b,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300505,,-31.86667,116.2,,,,,,,,,,,,,,304,,,,,Decimal degrees,,,,304,,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB28109055dcd18dbe415c8d9f8c6f9314b,release1,300,
Australia,"Blue Pool Walking Track, between the Border Track and Blue Pool, Green Mountains Section, Lamington National Park, south-east Queensland.",2005,813ebc16b833a3968f0330acc5e91a9a,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300575,,-28.22333,153.13722,,,,,,,,,,,,,,660,,,,,Decimal degrees,,,,660,,,D | 1 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2813ebc16b833a3968f0330acc5e91a9a,release1,300,
Australia,Wicherina Dam,1994,8146e083a5f81eff32d7aaf27c3f0d9c,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300546,,-28.73333,115,,,,,,,,,,,,,,122,,,,,Decimal degrees,,,,122,,,ND | 0 | 2,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB28146e083a5f81eff32d7aaf27c3f0d9c,release1,300,
Australia,Bowen dry eucalyptephemeral water,2005,8178d4bd1fda1627692f84ea9a59c9a2,"Skerratt, Lee F - lee.skerratt[at]jcu.edu.au",,,,Australasia,,,,300906,,-19.949722,148.104722,,,,,,,,,,,,,,,,,,,"DMS, converted",,,,,1,,ND | 0 | 2,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB28178d4bd1fda1627692f84ea9a59c9a2,release1,300,
Australia,Wembley,1992,8188264e0d424c23c48129b02f7ccb88,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300479,,-31.93333,115.8,,,,,,,,,,,,,,22,,,,,Decimal degrees,,,,22,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB28188264e0d424c23c48129b02f7ccb88,release1,300,
Australia,Donnybrook,2008,82061daa23be1ebea2c35050dcab1873,"Roberts, Dale - dale.roberts[at]uwa.edu.au",,,,Australasia,,,16,301116,,-33.53083,115.7575,,,,,,,,,,,,,,,,,,,Decimal degrees,,,,,7,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN282061daa23be1ebea2c35050dcab1873,release2,300,
Australia,SF511,2006,82136a30417a5aabbc04250e8e88f6ea,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300786,,-17.59889,145.4625,,,,,,,,,,,,,,940,,,,,Decimal degrees,,,,940,,,ND | 0 | 3,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB282136a30417a5aabbc04250e8e88f6ea,release1,300,
Australia,13KM WSW Mount Barker,1999,82357d8285d169270d455acd3e145ae0,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300362,,-34.68333,117.53333,,,,,,,,,,,,,,39,,,,,Decimal degrees,,,,39,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB282357d8285d169270d455acd3e145ae0,release1,300,
Australia,Burke and Wills Roadhouse area,2003,823644cc0849efe76735086d994465bd,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300742,,-19.19472,140.36278,,,,,,,,,,,,,,100,,,,,Decimal degrees,,,,100,,,ND | 0 | 1,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2823644cc0849efe76735086d994465bd,release1,300,
Australia,Mount Barker,2008,8241cee9e727a1d4b6d347da0c3a7825,"Roberts, Dale - dale.roberts[at]uwa.edu.au",,,,Australasia,,,19,301109,,-34.66333,117.6956,,,,,,,,,,,,,,,,,,,Decimal degrees,,,,,8,,D | 1 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN28241cee9e727a1d4b6d347da0c3a7825,release2,300,
Australia,"1.25Km W Vlam Rd, Bussel Hwy",1993,827a370f8ab4b9c11df872b94ee596c4,"Murray, Kris A - k.murray1[at]uq.edu.au",,,,Australasia,,,,300382,,-34.11667,115.08333,,,,,,,,,,,,,,38,,,,,Decimal degrees,,,,38,,,ND | 0 | 1,Western Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2827a370f8ab4b9c11df872b94ee596c4,release1,300,
Australia,Reedy Pond KLR,2004,834c401b545027c97b9de9588d1ba374,"Obendorf, David - davidobendorf[at]tassie.net.auMurray, Kris - k.murray1[at]uq.edu.au",,,,Australasia,,,,300207,,-42.89141,147.3025,,,,,,,,,,,,,,112,,,,,Decimal degrees,,,,112,9,,ND | <unk> | <unk>,Tasmania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsB2834c401b545027c97b9de9588d1ba374,release1,300,
Australia,"Gilbert Creek area, 18.9 km wsw of Dysart",2016,8399863d92a4d9ed258c633c7d2850a4,"Catullo, Renee - renee.catullo[at]gmail.com",,,,Australasia,,,31,300969,,-22.648,148.173,,,,,,,,,,,,,,,,,110,,Decimal degrees; coordinate error based on 3 decimal-place precision of coordinates,,,,,1,,ND | 0 | 4,Queensland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://n2t.net/ark:/21547/DsN28399863d92a4d9ed258c633c7d2850a4,release2,300,
